time_col_std,y_true_std,y_pred_std,residual,abs_error,dataset
2021/11/23,387,393.5827939,6.582793907,6.582793907,train
2021/11/24,354,361.033278,7.033278037,7.033278037,train
2021/11/25,365,360.4037082,-4.596291836,4.596291836,train
2021/11/26,354,352.5185067,-1.481493253,1.481493253,train
2021/11/27,355,353.1643651,-1.835634928,1.835634928,train
2021/11/28,324,372.4949962,48.49499618,48.49499618,train
2021/11/29,378,357.8749797,-20.12502029,20.12502029,train
2021/11/30,351,361.7778146,10.77781464,10.77781464,train
2021/12/1,499,405.7108946,-93.28910545,93.28910545,train
2021/12/2,478,479.2423081,1.242308073,1.242308073,train
2021/12/3,493,480.7369236,-12.26307643,12.26307643,train
2021/12/4,469,470.4761761,1.476176137,1.476176137,train
2021/12/5,426,439.1031553,13.10315531,13.10315531,train
2021/12/6,440,434.5456638,-5.454336219,5.454336219,train
2021/12/7,466,465.3750496,-0.624950355,0.624950355,train
2021/12/8,454,459.6873277,5.687327659,5.687327659,train
2021/12/9,505,481.7292164,-23.27078361,23.27078361,train
2021/12/10,525,513.078968,-11.921032,11.921032,train
2021/12/11,510,511.902908,1.902908041,1.902908041,train
2021/12/12,486,497.73896,11.73896002,11.73896002,train
2021/12/13,475,476.5303518,1.530351782,1.530351782,train
2021/12/14,484,480.4520342,-3.547965843,3.547965843,train
2021/12/15,460,472.4028611,12.40286107,12.40286107,train
2021/12/16,520,514.4514726,-5.548527448,5.548527448,train
2021/12/17,516,513.5307523,-2.469247656,2.469247656,train
2021/12/18,507,508.3048358,1.30483578,1.30483578,train
2021/12/19,496,498.8299019,2.829901921,2.829901921,train
2021/12/20,485,484.3996975,-0.60030251,0.60030251,train
2021/12/21,453,469.2045612,16.20456121,16.20456121,train
2021/12/22,441,447.3458251,6.345825145,6.345825145,train
2021/12/23,457,456.5315408,-0.468459177,0.468459177,train
2021/12/24,460,453.8657448,-6.134255176,6.134255176,train
2021/12/25,550,524.3146699,-25.68533011,25.68533011,train
2021/12/26,621,599.6388571,-21.36114286,21.36114286,train
2021/12/27,586,591.697668,5.697667989,5.697667989,train
2021/12/28,549,567.686616,18.68661599,18.68661599,train
2021/12/29,535,552.7064412,17.70644118,17.70644118,train
2021/12/30,521,515.8481964,-5.151803646,5.151803646,train
2021/12/31,505,507.5476247,2.547624701,2.547624701,train
2022/1/1,499,502.7120356,3.712035628,3.712035628,train
2022/1/2,485,492.7340004,7.734000438,7.734000438,train
2022/1/3,491,487.4610708,-3.538929231,3.538929231,train
2022/1/4,503,497.24439,-5.755610018,5.755610018,train
2022/1/5,492,498.4065073,6.406507313,6.406507313,train
2022/1/6,512,502.9390443,-9.060955709,9.060955709,train
2022/1/7,498,508.2568359,10.2568359,10.2568359,train
2022/1/8,509,505.51783,-3.482169964,3.482169964,train
2022/1/9,556,523.5025117,-32.49748828,32.49748828,train
2022/1/10,602,594.1478216,-7.852178363,7.852178363,train
2022/1/11,622,604.4433558,-17.55664418,17.55664418,train
2022/1/12,588,587.5540926,-0.445907407,0.445907407,train
2022/1/13,563,570.3277385,7.327738538,7.327738538,train
2022/1/14,574,573.3421909,-0.657809082,0.657809082,train
2022/1/15,545,560.6084892,15.60848924,15.60848924,train
2022/1/16,569,568.0770783,-0.922921724,0.922921724,train
2022/1/17,541,552.8352059,11.83520594,11.83520594,train
2022/1/18,580,573.0966812,-6.903318783,6.903318783,train
2022/1/19,601,592.7554036,-8.244596352,8.244596352,train
2022/1/20,586,588.2323122,2.232312169,2.232312169,train
2022/1/21,611,596.2178975,-14.78210247,14.78210247,train
2022/1/22,577,578.6898108,1.689810847,1.689810847,train
2022/1/23,564,563.8086061,-0.191393946,0.191393946,train
2022/1/24,556,556.866437,0.86643695,0.86643695,train
2022/1/25,536,554.8647209,18.8647209,18.8647209,train
2022/1/26,499,506.8346218,7.834621785,7.834621785,train
2022/1/27,521,506.8812213,-14.11877873,14.11877873,train
2022/1/28,515,515.9318763,0.931876317,0.931876317,train
2022/1/29,502,507.1451274,5.145127438,5.145127438,train
2022/1/30,512,505.6761594,-6.323840598,6.323840598,train
2022/1/31,503,506.024463,3.024462952,3.024462952,train
2022/2/1,490,496.8079354,6.80793544,6.80793544,train
2022/2/2,472,479.2386466,7.238646602,7.238646602,train
2022/2/3,498,482.4690078,-15.53099222,15.53099222,train
2022/2/4,485,487.944461,2.94446099,2.94446099,train
2022/2/5,477,474.7207613,-2.279238685,2.279238685,train
2022/2/6,485,480.8140959,-4.185904125,4.185904125,train
2022/2/7,451,466.9717956,15.97179555,15.97179555,train
2022/2/8,421,434.2424905,13.24249053,13.24249053,train
2022/2/9,419,423.5818591,4.581859076,4.581859076,train
2022/2/10,429,426.1739292,-2.826070818,2.826070818,train
2022/2/11,431,427.7879352,-3.212064815,3.212064815,train
2022/2/12,424,424.8475919,0.84759188,0.84759188,train
2022/2/13,428,425.9102149,-2.089785104,2.089785104,train
2022/2/14,419,422.8712003,3.871200346,3.871200346,train
2022/2/15,412,413.4364215,1.436421477,1.436421477,train
2022/2/16,410,407.7761993,-2.223800746,2.223800746,train
2022/2/17,402,401.6733214,-0.326678571,0.326678571,train
2022/2/18,399,394.592306,-4.407693975,4.407693975,train
2022/2/19,406,395.0393695,-10.96063054,10.96063054,train
2022/2/20,359,379.2419925,20.24199248,20.24199248,train
2022/2/21,346,353.1850413,7.185041307,7.185041307,train
2022/2/22,355,358.5411996,3.541199554,3.541199554,train
2022/2/23,364,359.5487036,-4.451296383,4.451296383,train
2022/2/24,340,352.3298947,12.32989467,12.32989467,train
2022/2/25,347,350.1665368,3.166536754,3.166536754,train
2022/2/26,350,360.1654887,10.16548866,10.16548866,train
2022/2/27,387,362.8667574,-24.1332426,24.1332426,train
2022/2/28,375,365.3894169,-9.610583091,9.610583091,train
2022/3/1,367,367.3542691,0.354269075,0.354269075,train
2022/3/2,351,355.4241544,4.42415442,4.42415442,train
2022/3/3,361,355.4218842,-5.578115753,5.578115753,train
2022/3/4,354,353.6695874,-0.330412579,0.330412579,train
2022/3/5,345,352.618425,7.618425028,7.618425028,train
2022/3/6,353,353.3886771,0.388677125,0.388677125,train
2022/3/7,345,351.0824315,6.082431535,6.082431535,train
2022/3/8,366,352.690282,-13.30971805,13.30971805,train
2022/3/9,352,352.935906,0.935906008,0.935906008,train
2022/3/10,341,351.1371815,10.13718151,10.13718151,train
2022/3/11,351,351.725581,0.725581049,0.725581049,train
2022/3/12,364,352.0775138,-11.92248616,11.92248616,train
2022/3/13,349,350.9279047,1.927904715,1.927904715,train
2022/3/14,353,351.0060908,-1.993909218,1.993909218,train
2022/3/15,360,351.3017935,-8.698206483,8.698206483,train
2022/3/16,346,350.4989442,4.498944237,4.498944237,train
